ID,Camion ID,Départ,Arrivée,distance_km,Marchandise,marchandise_code,Poids (kg),Volume (m³),Capacité poids max(kg),Capacité volume max(m³),Type camion,type_camion_detail,vehicule_code,taux_remplissage,densite_ratio,charge_x_distance,route_code,heure_debut,heure_fin,duree_h,jour_semaine,mois,est_weekend,heure_sin,heure_cos,consommation_L,coef_dynamique
4153,28,Tanger,Fes,317.0,Métal,2,24368,87.6,26000,90,Semi-remorque,Porteur 19T Frigo,2,0.9733333333333333,278.1735159817352,308.5466666666666,1,9,11,2,4,4,0,0.7071067811865476,-0.7071067811865475,113.0,1.2730959891843172
4154,47,Marrakech,Fes,533.0,Métal,2,25231,80.74,26000,90,Semi-remorque,Porteur 19T Frigo,2,0.9704230769230769,312.49690364131783,517.2355,0,6,10,4,5,4,1,1.0,6.123233995736766e-17,189.14,1.2673545966228892
4155,47,Tanger,Casablanca,340.0,Métal,2,25238,86.88,26000,90,Semi-remorque,Porteur 19T Frigo,2,0.9706923076923077,290.4926335174954,330.03538461538466,1,7,11,4,5,5,1,0.9659258262890683,-0.25881904510252063,114.86,1.2065126050420167
4156,37,Fes,Agadir,716.0,Textile,1,6178,49.38,9000,50,Porteur,Camionnette,0,0.9876,125.11138112596193,707.1216000000001,0,10,15,5,2,5,0,0.49999999999999994,-0.8660254037844387,97.45,1.2373031995937023
4157,21,Tanger,Casablanca,340.0,Métal,2,24980,88.82,26000,90,Semi-remorque,Porteur 19T Frigo,2,0.9868888888888888,281.2429632965549,335.5422222222222,1,8,13,5,5,5,1,0.8660254037844387,-0.4999999999999998,120.43,1.2650210084033613
4158,1,Agadir,Rabat,566.0,Électronique,0,1481,13.92,1500,14,Camionnette,Semi-remorque,3,0.9942857142857143,106.39367816091954,562.7657142857144,0,8,14,6,1,4,0,0.8660254037844387,-0.4999999999999998,210.24,1.0612821807168098
4159,8,Casablanca,Tanger,340.0,Textile,1,7686,31.5,9000,50,Porteur,Semi-remorque,3,0.854,244.0,290.36,1,12,20,8,3,4,0,1.2246467991473532e-16,-1.0,162.19,1.3629411764705883
4161,25,Casablanca,Agadir,508.0,Métal,2,25153,89.39,26000,90,Semi-remorque,Porteur 19T Frigo,2,0.9932222222222222,281.38494238729163,504.5568888888889,0,12,15,3,2,4,0,1.2246467991473532e-16,-1.0,198.62,1.3963723284589427
4162,7,Marrakech,Agadir,253.0,Textile,1,6246,43.79,9000,50,Porteur,Semi-remorque,3,0.8758,142.63530486412424,221.5774,1,7,10,3,3,4,0,0.9659258262890683,-0.25881904510252063,105.5,1.1914172783738002
4163,32,Agadir,Casablanca,508.0,Textile,1,8703,40.57,9000,50,Porteur,Camionnette,0,0.967,214.51811683509982,491.236,0,6,13,7,0,4,0,1.0,6.123233995736766e-17,69.47,1.2431997136721546
4164,35,Rabat,Marrakech,325.0,Électronique,0,1346,9.62,1500,14,Camionnette,Camionnette,0,0.8973333333333333,139.91683991683993,291.6333333333333,1,7,13,6,3,5,0,0.9659258262890683,-0.25881904510252063,40.69,1.1381818181818182
4166,16,Casablanca,Agadir,508.0,Textile,1,7338,48.59,9000,50,Porteur,Porteur,1,0.9718000000000001,151.01872813336075,493.67440000000005,0,9,12,3,0,4,0,0.7071067811865476,-0.7071067811865475,153.05,1.3694523979957052
4167,22,Rabat,Marrakech,325.0,Textile,1,8777,38.17,9000,50,Porteur,Porteur 19T Frigo,2,0.9752222222222222,229.94498297091957,316.9472222222222,1,9,17,8,3,5,0,0.7071067811865476,-0.7071067811865475,132.37,1.4546153846153846
4168,25,Rabat,Fes,198.0,Métal,2,24761,88.34,26000,90,Semi-remorque,Porteur 19T Frigo,2,0.9815555555555556,280.2920534299298,194.348,1,9,14,5,3,4,0,0.7071067811865476,-0.7071067811865475,73.18,1.3199855699855703
4169,11,Casablanca,Fes,302.0,Textile,1,6523,40.6,9000,50,Porteur,Porteur,1,0.812,160.66502463054186,245.22400000000002,1,10,17,7,6,4,1,0.49999999999999994,-0.8660254037844387,84.84,1.2769416014449129
4170,8,Fes,Rabat,198.0,Métal,2,25328,89.01,26000,90,Semi-remorque,Semi-remorque,3,0.9890000000000001,284.5522974946635,195.82200000000003,1,8,10,2,1,4,0,0.8660254037844387,-0.4999999999999998,87.34,1.2603174603174605
4171,43,Agadir,Casablanca,508.0,Électronique,0,1314,10.86,1500,14,Camionnette,Porteur 19T Frigo,2,0.876,120.99447513812156,445.008,0,12,20,8,4,4,0,1.2246467991473532e-16,-1.0,167.46,1.1773059617547805
4172,46,Tanger,Marrakech,574.0,Métal,2,24161,82.59,26000,90,Semi-remorque,Porteur,1,0.9292692307692307,292.54146991161156,533.4005384615384,0,6,10,4,5,5,1,1.0,6.123233995736766e-17,151.77,1.201853025023757
4173,32,Rabat,Tanger,271.0,Métal,2,25147,86.72,26000,90,Semi-remorque,Camionnette,0,0.9671923076923077,289.9792435424354,262.1091153846154,1,7,12,5,5,4,1,0.9659258262890683,-0.25881904510252063,37.31,1.2515934250251595
4176,25,Fes,Marrakech,533.0,Électronique,0,1381,10.0,1500,14,Camionnette,Porteur 19T Frigo,2,0.9206666666666666,138.1,490.7153333333333,0,9,17,8,1,4,0,0.7071067811865476,-0.7071067811865475,187.51,1.2564325917984454
4177,1,Marrakech,Fes,533.0,Électronique,0,1335,10.37,1500,14,Camionnette,Semi-remorque,3,0.89,128.7367405978785,474.37,0,12,14,2,1,5,0,1.2246467991473532e-16,-1.0,225.07,1.206486196730099
4179,17,Tanger,Agadir,800.0,Textile,1,7181,33.04,9000,50,Porteur,Porteur,1,0.7978888888888889,217.34261501210653,638.3111111111111,0,10,17,7,0,4,0,0.49999999999999994,-0.8660254037844387,209.95,1.1928977272727272
4180,7,Rabat,Casablanca,87.0,Textile,1,8291,39.82,9000,50,Porteur,Semi-remorque,3,0.9212222222222223,208.2119537920643,80.14633333333333,3,11,15,4,0,4,0,0.258819045102521,-0.9659258262890682,37.28,1.2243021346469622
4181,12,Agadir,Casablanca,508.0,Textile,1,6618,49.93,9000,50,Porteur,Porteur,1,0.9986,132.54556378930502,507.28880000000004,0,7,10,3,1,5,0,0.9659258262890683,-0.25881904510252063,140.1,1.253579098067287
4182,43,Casablanca,Agadir,508.0,Textile,1,5807,49.96,9000,50,Porteur,Porteur 19T Frigo,2,0.9992,116.23298638911129,507.5936,0,7,11,4,1,4,0,0.9659258262890683,-0.25881904510252063,174.78,1.2287682789651293
4183,40,Fes,Tanger,317.0,Électronique,0,1385,12.87,1500,14,Camionnette,Camionnette,0,0.9233333333333333,107.61460761460762,292.69666666666666,1,10,16,6,0,4,0,0.49999999999999994,-0.8660254037844387,41.07,1.1778032692859193
4185,29,Agadir,Rabat,566.0,Électronique,0,1394,12.22,1500,14,Camionnette,Porteur 19T Frigo,2,0.9293333333333333,114.07528641571194,526.0026666666666,0,6,11,5,3,4,0,1.0,6.123233995736766e-17,189.26,1.1942200908632004
4186,14,Marrakech,Rabat,325.0,Textile,1,6093,33.79,9000,50,Porteur,Porteur,1,0.677,180.3196211897011,220.025,1,10,16,6,0,5,0,0.49999999999999994,-0.8660254037844387,88.51,1.237902097902098
4187,22,Agadir,Rabat,566.0,Électronique,0,1446,9.65,1500,14,Camionnette,Porteur 19T Frigo,2,0.964,149.84455958549222,545.624,0,9,14,5,4,4,0,0.7071067811865476,-0.7071067811865475,180.42,1.1384401817264007
4188,25,Fes,Rabat,198.0,Électronique,0,1366,12.89,1500,14,Camionnette,Porteur 19T Frigo,2,0.9207142857142857,105.97362296353762,182.30142857142857,1,7,15,8,1,5,0,0.9659258262890683,-0.25881904510252063,76.57,1.381132756132756
4189,44,Agadir,Rabat,566.0,Textile,1,8445,33.92,9000,50,Porteur,Camionnette,0,0.9383333333333334,248.9681603773585,531.0966666666667,0,12,14,2,5,4,1,1.2246467991473532e-16,-1.0,83.26,1.337295213620302
4190,16,Rabat,Marrakech,325.0,Métal,2,25545,89.6,26000,90,Semi-remorque,Porteur,1,0.9955555555555555,285.10044642857144,323.55555555555554,1,11,16,5,6,5,1,0.258819045102521,-0.9659258262890682,87.68,1.2262937062937065
4191,42,Agadir,Casablanca,508.0,Textile,1,6178,34.42,9000,50,Porteur,Porteur,1,0.6884,179.48866937826844,349.7072,0,7,12,5,3,4,0,0.9659258262890683,-0.25881904510252063,111.34,0.9962419470293485
4192,41,Agadir,Casablanca,508.0,Métal,2,25813,89.86,26000,90,Semi-remorque,Semi-remorque,3,0.9984444444444445,287.2579568217227,507.2097777777778,0,11,13,2,2,5,0,0.258819045102521,-0.9659258262890682,217.36,1.2224971878515185
4194,8,Tanger,Rabat,271.0,Électronique,0,1226,9.12,1500,14,Camionnette,Semi-remorque,3,0.8173333333333334,134.4298245614035,221.49733333333333,1,10,13,3,3,4,0,0.49999999999999994,-0.8660254037844387,113.79,1.1996837111228256
4195,18,Agadir,Casablanca,508.0,Électronique,0,1460,13.39,1500,14,Camionnette,Porteur,1,0.9733333333333334,109.03659447348767,494.4533333333334,0,9,13,4,0,4,0,0.7071067811865476,-0.7071067811865475,130.53,1.1679491768074446
4197,48,Fes,Marrakech,533.0,Textile,1,8674,48.79,9000,50,Porteur,Camionnette,0,0.9758,177.78233244517318,520.1014,0,12,19,7,2,5,0,1.2246467991473532e-16,-1.0,70.68,1.2055261811359372
4198,46,Fes,Tanger,317.0,Métal,2,25863,85.27,26000,90,Semi-remorque,Porteur,1,0.9947307692307692,303.30714201946756,315.32965384615386,1,11,14,3,5,5,1,0.258819045102521,-0.9659258262890682,95.08,1.3633495841697736
4199,49,Marrakech,Tanger,574.0,Électronique,0,1431,12.98,1500,14,Camionnette,Semi-remorque,3,0.954,110.24653312788905,547.596,0,10,16,6,1,4,0,0.49999999999999994,-0.8660254037844387,258.74,1.287904430064709
4200,12,Fes,Marrakech,533.0,Électronique,0,1355,8.74,1500,14,Camionnette,Porteur,1,0.9033333333333333,155.03432494279176,481.4766666666667,0,8,13,5,1,5,0,0.8660254037844387,-0.4999999999999998,135.77,1.15785434078117
4203,42,Fes,Casablanca,302.0,Textile,1,6407,32.98,9000,50,Porteur,Porteur,1,0.7118888888888889,194.26925409338995,214.99044444444445,1,7,13,6,1,4,0,0.9659258262890683,-0.25881904510252063,70.76,1.0650210716435884
4204,45,Marrakech,Casablanca,243.0,Électronique,0,1223,13.0,1500,14,Camionnette,Semi-remorque,3,0.9285714285714286,94.07692307692308,225.64285714285714,1,6,9,3,3,4,0,1.0,6.123233995736766e-17,102.74,1.2079952968841858
4206,9,Casablanca,Fes,302.0,Électronique,0,1342,10.66,1500,14,Camionnette,Semi-remorque,3,0.8946666666666667,125.89118198874296,270.18933333333337,1,6,11,5,3,4,0,1.0,6.123233995736766e-17,127.69,1.2080416272469252
4207,10,Tanger,Rabat,271.0,Métal,2,25484,88.46,26000,90,Semi-remorque,Semi-remorque,3,0.9828888888888888,288.08501017409003,266.36288888888885,1,9,16,7,2,4,0,0.7071067811865476,-0.7071067811865475,121.67,1.2827622561939906
4209,22,Marrakech,Rabat,325.0,Électronique,0,1498,8.24,1500,14,Camionnette,Porteur 19T Frigo,2,0.9986666666666667,181.79611650485435,324.56666666666666,1,7,11,4,1,4,0,0.9659258262890683,-0.25881904510252063,115.57,1.27
4210,2,Agadir,Casablanca,508.0,Textile,1,8328,34.89,9000,50,Porteur,Semi-remorque,3,0.9253333333333333,238.69303525365433,470.06933333333336,0,8,14,6,1,4,0,0.8660254037844387,-0.4999999999999998,225.65,1.2691226096737906
4211,39,Agadir,Fes,716.0,Textile,1,6848,46.39,9000,50,Porteur,Camionnette,0,0.9278,147.6180211252425,664.3048,0,10,15,5,0,5,0,0.49999999999999994,-0.8660254037844387,108.29,1.3749365159979685
4215,10,Tanger,Rabat,271.0,Textile,1,5124,41.86,9000,50,Porteur,Semi-remorque,3,0.8371999999999999,122.40802675585284,226.88119999999998,1,8,11,3,0,5,0,0.8660254037844387,-0.4999999999999998,120.31,1.268423827095414
4218,6,Marrakech,Tanger,574.0,Métal,2,25459,82.99,26000,90,Semi-remorque,Semi-remorque,3,0.9791923076923077,306.77190022894325,562.0563846153847,0,11,18,7,5,5,1,0.258819045102521,-0.9659258262890682,249.36,1.2412145345943255
4219,38,Agadir,Casablanca,508.0,Métal,2,24586,84.97,26000,90,Semi-remorque,Camionnette,0,0.9456153846153846,289.349182064258,480.3726153846154,0,10,13,3,4,5,0,0.49999999999999994,-0.8660254037844387,68.33,1.2227988546886184
4220,26,Casablanca,Agadir,508.0,Métal,2,25647,81.12,26000,90,Semi-remorque,Porteur 19T Frigo,2,0.986423076923077,316.1612426035503,501.1029230769231,0,7,10,3,4,5,0,0.9659258262890683,-0.25881904510252063,182.2,1.2809336332958379
4225,12,Marrakech,Rabat,325.0,Électronique,0,1434,10.11,1500,14,Camionnette,Porteur,1,0.956,141.83976261127597,310.7,1,12,17,5,5,5,1,1.2246467991473532e-16,-1.0,94.86,1.3267132867132867
4226,47,Fes,Agadir,716.0,Textile,1,5723,32.16,9000,50,Porteur,Porteur 19T Frigo,2,0.6431999999999999,177.9539800995025,460.5311999999999,0,9,11,2,6,5,1,0.7071067811865476,-0.7071067811865475,235.16,1.1729848363926576
4227,7,Casablanca,Tanger,340.0,Métal,2,25257,82.41,26000,90,Semi-remorque,Semi-remorque,3,0.971423076923077,306.479796141245,330.2838461538462,1,10,17,7,2,4,0,0.49999999999999994,-0.8660254037844387,148.3,1.246218487394958
4228,3,Agadir,Casablanca,508.0,Électronique,0,1225,10.8,1500,14,Camionnette,Semi-remorque,3,0.8166666666666667,113.42592592592592,414.8666666666667,0,6,10,4,3,5,0,1.0,6.123233995736766e-17,214.76,1.2078740157480314
4229,17,Fes,Agadir,716.0,Métal,2,25698,82.08,26000,90,Semi-remorque,Porteur,1,0.9883846153846154,313.08479532163744,707.6833846153846,0,8,11,3,4,4,0,0.8660254037844387,-0.4999999999999998,190.53,1.209560690705942
4230,39,Fes,Agadir,716.0,Textile,1,6020,41.21,9000,50,Porteur,Camionnette,0,0.8242,146.0810482892502,590.1272,0,11,16,5,5,5,1,0.258819045102521,-0.9659258262890682,87.17,1.106780091416963
4231,46,Casablanca,Agadir,508.0,Textile,1,6232,30.08,9000,50,Porteur,Porteur,1,0.6924444444444444,207.1808510638298,351.76177777777775,0,12,17,5,1,5,0,1.2246467991473532e-16,-1.0,133.65,1.1958661417322836
4232,25,Rabat,Casablanca,87.0,Électronique,0,1258,13.45,1500,14,Camionnette,Porteur 19T Frigo,2,0.9607142857142856,93.53159851301116,83.58214285714286,3,6,12,6,0,4,0,1.0,6.123233995736766e-17,31.61,1.2976190476190477
4233,32,Agadir,Marrakech,253.0,Textile,1,8605,40.55,9000,50,Porteur,Camionnette,0,0.9561111111111111,212.20715166461162,241.8961111111111,1,12,18,6,5,5,1,1.2246467991473532e-16,-1.0,35.52,1.276320517427237
4234,20,Marrakech,Casablanca,243.0,Électronique,0,1475,10.92,1500,14,Camionnette,Porteur,1,0.9833333333333333,135.0732600732601,238.95,1,6,12,6,3,5,0,1.0,6.123233995736766e-17,64.47,1.2059483726150393
4235,30,Tanger,Marrakech,574.0,Métal,2,25019,89.52,26000,90,Semi-remorque,Porteur 19T Frigo,2,0.9946666666666666,279.47944593386956,570.9386666666667,0,9,15,6,2,4,0,0.7071067811865476,-0.7071067811865475,226.16,1.4071677451468392
4236,17,Fes,Rabat,198.0,Métal,2,25187,82.91,26000,90,Semi-remorque,Porteur,1,0.9687307692307693,303.78723917500906,191.80869230769233,1,11,17,6,2,5,0,0.258819045102521,-0.9659258262890682,51.26,1.1767676767676767
4237,5,Rabat,Fes,198.0,Électronique,0,1373,9.92,1500,14,Camionnette,Semi-remorque,3,0.9153333333333333,138.40725806451613,181.236,1,11,18,7,5,5,1,0.258819045102521,-0.9659258262890682,93.91,1.3551226551226552
4238,41,Tanger,Fes,317.0,Textile,1,7446,39.79,9000,50,Porteur,Semi-remorque,3,0.8273333333333334,187.13244533802464,262.2646666666667,1,10,15,5,3,4,0,0.49999999999999994,-0.8660254037844387,119.86,1.0803064443442991
4239,47,Fes,Agadir,716.0,Métal,2,25658,80.57,26000,90,Semi-remorque,Porteur 19T Frigo,2,0.9868461538461538,318.45600099292545,706.5818461538462,0,12,16,4,0,5,0,1.2246467991473532e-16,-1.0,269.28,1.3431763766959297
4241,28,Marrakech,Casablanca,243.0,Électronique,0,1379,9.06,1500,14,Camionnette,Porteur 19T Frigo,2,0.9193333333333333,152.20750551876378,223.398,1,8,10,2,4,4,0,0.8660254037844387,-0.4999999999999998,90.37,1.3281893004115226
4242,22,Fes,Marrakech,533.0,Métal,2,24426,89.76,26000,90,Semi-remorque,Porteur 19T Frigo,2,0.9973333333333334,272.12566844919786,531.5786666666667,0,10,12,2,2,5,0,0.49999999999999994,-0.8660254037844387,186.43,1.2491959260251944
4244,9,Casablanca,Agadir,508.0,Métal,2,25899,81.47,26000,90,Semi-remorque,Semi-remorque,3,0.9961153846153846,317.8961580950043,506.0266153846154,0,10,13,3,5,4,1,0.49999999999999994,-0.8660254037844387,227.73,1.2808211473565803
4245,27,Tanger,Agadir,800.0,Électronique,0,1481,10.74,1500,14,Camionnette,Porteur 19T Frigo,2,0.9873333333333333,137.89571694599627,789.8666666666667,0,9,12,3,5,4,1,0.7071067811865476,-0.7071067811865475,315.77,1.4096875
4246,2,Agadir,Rabat,566.0,Métal,2,25354,88.37,26000,90,Semi-remorque,Semi-remorque,3,0.9818888888888889,286.9073214891931,555.7491111111111,0,7,14,7,6,5,1,0.9659258262890683,-0.25881904510252063,213.91,1.0798081776880364
4247,45,Tanger,Rabat,271.0,Électronique,0,1212,12.89,1500,14,Camionnette,Semi-remorque,3,0.9207142857142857,94.02637703646236,249.51357142857142,1,9,12,3,0,4,0,0.7071067811865476,-0.7071067811865475,120.2,1.2672641012124408
4248,40,Tanger,Marrakech,574.0,Métal,2,24564,84.69,26000,90,Semi-remorque,Camionnette,0,0.9447692307692308,290.04605030109815,542.2975384615385,0,10,13,3,4,5,0,0.49999999999999994,-0.8660254037844387,66.38,1.0513145391194172
4249,7,Tanger,Casablanca,340.0,Électronique,0,1261,11.23,1500,14,Camionnette,Semi-remorque,3,0.8406666666666667,112.28851291184327,285.82666666666665,1,10,14,4,5,4,1,0.49999999999999994,-0.8660254037844387,135.67,1.1400840336134452
4251,9,Marrakech,Tanger,574.0,Textile,1,7986,48.52,9000,50,Porteur,Semi-remorque,3,0.9704,164.5919208573784,557.0096,0,10,15,5,3,4,0,0.49999999999999994,-0.8660254037844387,274.04,1.3640617222498757
4252,35,Agadir,Casablanca,508.0,Métal,2,25544,87.15,26000,90,Semi-remorque,Camionnette,0,0.9824615384615385,293.1038439472174,499.09046153846157,0,11,15,4,4,5,0,0.258819045102521,-0.9659258262890682,67.18,1.202219040801718
4253,30,Fes,Casablanca,302.0,Métal,2,24086,80.66,26000,90,Semi-remorque,Porteur 19T Frigo,2,0.9263846153846154,298.61145549218946,279.76815384615384,1,9,14,5,5,5,1,0.7071067811865476,-0.7071067811865475,101.65,1.202105014191107
4254,50,Casablanca,Rabat,87.0,Textile,1,8833,42.03,9000,50,Porteur,Porteur,1,0.9814444444444445,210.1594099452772,85.38566666666667,3,12,15,3,4,4,0,1.2246467991473532e-16,-1.0,23.55,1.2304075235109717
4255,19,Tanger,Marrakech,574.0,Électronique,0,1335,11.97,1500,14,Camionnette,Porteur,1,0.89,111.52882205513784,510.86,0,7,9,2,6,5,1,0.9659258262890683,-0.25881904510252063,173.53,1.374168514412417
4256,12,Casablanca,Rabat,87.0,Textile,1,7941,41.28,9000,50,Porteur,Porteur,1,0.8823333333333333,192.36918604651163,76.76299999999999,3,6,14,8,6,5,1,1.0,6.123233995736766e-17,20.79,1.086206896551724
4258,21,Marrakech,Rabat,325.0,Métal,2,25381,80.85,26000,90,Semi-remorque,Porteur 19T Frigo,2,0.9761923076923077,313.9270253555968,317.2625,1,10,17,7,4,5,0,0.49999999999999994,-0.8660254037844387,111.37,1.2238461538461538
4259,19,Fes,Tanger,317.0,Textile,1,5796,47.11,9000,50,Porteur,Porteur,1,0.9422,123.03120356612185,298.67740000000003,1,9,17,8,2,5,0,0.7071067811865476,-0.7071067811865475,93.91,1.3465729853742472
4260,10,Rabat,Casablanca,87.0,Textile,1,5704,35.28,9000,50,Porteur,Semi-remorque,3,0.7056,161.67800453514738,61.3872,3,6,11,5,0,4,0,1.0,6.123233995736766e-17,39.81,1.3073891625615766
4261,23,Tanger,Fes,317.0,Métal,2,25720,83.11,26000,90,Semi-remorque,Porteur 19T Frigo,2,0.9892307692307692,309.4693779328601,313.5861538461539,1,7,11,4,2,4,0,0.9659258262890683,-0.25881904510252063,115.53,1.301599819738621
4262,16,Rabat,Agadir,566.0,Métal,2,25648,89.05,26000,90,Semi-remorque,Porteur,1,0.9894444444444445,288.0179674340258,560.0255555555556,0,6,10,4,0,4,0,1.0,6.123233995736766e-17,143.77,1.154593639575972
4266,46,Marrakech,Casablanca,243.0,Textile,1,6140,34.73,9000,50,Porteur,Porteur,1,0.6945999999999999,176.7923985027354,168.78779999999998,1,11,15,4,6,4,1,0.258819045102521,-0.9659258262890682,70.63,1.3211747100635989
4267,42,Rabat,Agadir,566.0,Métal,2,24648,88.84,26000,90,Semi-remorque,Porteur,1,0.9871111111111112,277.4425934263845,558.704888888889,0,7,12,5,2,4,0,0.9659258262890683,-0.25881904510252063,170.1,1.366045615162223
4268,48,Fes,Casablanca,302.0,Textile,1,5785,47.4,9000,50,Porteur,Camionnette,0,0.948,122.04641350210971,286.296,1,12,20,8,3,4,0,1.2246467991473532e-16,-1.0,42.77,1.2874774232390127
4269,1,Marrakech,Agadir,253.0,Électronique,0,1268,9.18,1500,14,Camionnette,Semi-remorque,3,0.8453333333333334,138.12636165577342,213.86933333333334,1,8,12,4,3,4,0,0.8660254037844387,-0.4999999999999998,102.04,1.152343308865048
4270,20,Tanger,Casablanca,340.0,Électronique,0,1346,12.7,1500,14,Camionnette,Porteur,1,0.9071428571428571,105.98425196850394,308.42857142857144,1,11,13,2,1,4,0,0.258819045102521,-0.9659258262890682,91.49,1.2231283422459893
4271,15,Tanger,Agadir,800.0,Textile,1,6477,35.85,9000,50,Porteur,Porteur,1,0.7196666666666667,180.6694560669456,575.7333333333333,0,12,20,8,0,5,0,1.2246467991473532e-16,-1.0,205.67,1.1685795454545453
4272,33,Marrakech,Tanger,574.0,Textile,1,8770,44.87,9000,50,Porteur,Camionnette,0,0.9744444444444444,195.45353242701137,559.3311111111111,0,10,18,8,3,4,0,0.49999999999999994,-0.8660254037844387,80.08,1.2682926829268293
4274,46,Tanger,Fes,317.0,Métal,2,24651,80.77,26000,90,Semi-remorque,Porteur,1,0.9481153846153846,305.19995047666214,300.5525769230769,1,11,15,4,3,5,0,0.258819045102521,-0.9659258262890682,93.78,1.344708918841411
4275,6,Tanger,Casablanca,340.0,Métal,2,24148,89.51,26000,90,Semi-remorque,Semi-remorque,3,0.9945555555555556,269.77991285889846,338.1488888888889,1,12,17,5,5,4,1,1.2246467991473532e-16,-1.0,156.43,1.3145378151260505
4276,38,Marrakech,Agadir,253.0,Métal,2,24424,80.83,26000,90,Semi-remorque,Camionnette,0,0.9393846153846154,302.1650377335148,237.6643076923077,1,9,14,5,5,4,1,0.7071067811865476,-0.7071067811865475,32.14,1.1548688465684513
4277,22,Agadir,Tanger,800.0,Électronique,0,1344,13.04,1500,14,Camionnette,Porteur 19T Frigo,2,0.9314285714285714,103.06748466257669,745.1428571428571,0,8,12,4,3,5,0,0.8660254037844387,-0.4999999999999998,313.92,1.4014285714285715
4278,1,Rabat,Tanger,271.0,Électronique,0,1312,13.6,1500,14,Camionnette,Semi-remorque,3,0.9714285714285714,96.47058823529412,263.25714285714287,1,10,14,4,6,4,1,0.49999999999999994,-0.8660254037844387,120.1,1.2662098049551924
4279,45,Rabat,Agadir,566.0,Électronique,0,1242,10.12,1500,14,Camionnette,Semi-remorque,3,0.828,122.72727272727273,468.64799999999997,0,11,14,3,6,4,1,0.258819045102521,-0.9659258262890682,248.96,1.256739020696618
4280,43,Tanger,Marrakech,574.0,Textile,1,5634,48.25,9000,50,Porteur,Porteur 19T Frigo,2,0.965,116.76683937823834,553.91,0,8,16,8,5,4,1,0.8660254037844387,-0.4999999999999998,227.9,1.4179940268790443
4281,44,Tanger,Rabat,271.0,Métal,2,25340,83.3,26000,90,Semi-remorque,Camionnette,0,0.9746153846153847,304.20168067226894,264.12076923076927,1,11,14,3,4,4,0,0.258819045102521,-0.9659258262890682,34.6,1.1606843341160686
4283,42,Agadir,Tanger,800.0,Textile,1,5373,48.37,9000,50,Porteur,Porteur,1,0.9673999999999999,111.0812487078768,773.92,0,10,18,8,2,5,0,0.49999999999999994,-0.8660254037844387,218.1,1.2392045454545455
4284,32,Agadir,Marrakech,253.0,Métal,2,24296,86.85,26000,90,Semi-remorque,Camionnette,0,0.965,279.74668969487624,244.14499999999998,1,8,14,6,5,5,1,0.8660254037844387,-0.4999999999999998,33.44,1.2015810276679841
4285,45,Agadir,Marrakech,253.0,Textile,1,6298,33.02,9000,50,Porteur,Semi-remorque,3,0.6997777777777778,190.73288915808598,177.0437777777778,1,10,18,8,5,5,1,0.49999999999999994,-0.8660254037844387,94.25,1.0643704121964992
4286,40,Casablanca,Rabat,87.0,Textile,1,6903,32.53,9000,50,Porteur,Camionnette,0,0.767,212.20411927451582,66.729,3,12,16,4,6,5,1,1.2246467991473532e-16,-1.0,11.64,1.2163009404388716
4287,49,Tanger,Marrakech,574.0,Métal,2,24065,81.74,26000,90,Semi-remorque,Semi-remorque,3,0.9255769230769231,294.4091020308295,531.2811538461539,0,7,13,6,5,5,1,0.9659258262890683,-0.25881904510252063,284.67,1.416973618715779
4290,47,Marrakech,Casablanca,243.0,Métal,2,24150,85.6,26000,90,Semi-remorque,Porteur 19T Frigo,2,0.951111111111111,282.1261682242991,231.11999999999998,1,12,19,7,1,4,0,1.2246467991473532e-16,-1.0,78.67,1.1562316284538505
4291,40,Agadir,Tanger,800.0,Électronique,0,1280,11.63,1500,14,Camionnette,Camionnette,0,0.8533333333333334,110.06018916595012,682.6666666666667,0,7,9,2,6,5,1,0.9659258262890683,-0.25881904510252063,106.57,1.2110227272727272
4292,45,Casablanca,Fes,302.0,Électronique,0,1290,11.3,1500,14,Camionnette,Semi-remorque,3,0.86,114.15929203539822,259.71999999999997,1,9,17,8,0,5,0,0.7071067811865476,-0.7071067811865475,133.36,1.2616840113528855
4293,39,Agadir,Fes,716.0,Électronique,0,1416,12.16,1500,14,Camionnette,Camionnette,0,0.944,116.44736842105263,675.904,0,7,13,6,3,4,0,0.9659258262890683,-0.25881904510252063,98.07,1.2451752158456066
4294,33,Tanger,Casablanca,340.0,Textile,1,5315,36.37,9000,50,Porteur,Camionnette,0,0.7273999999999999,146.13692603794337,247.31599999999997,1,7,15,8,4,5,0,0.9659258262890683,-0.25881904510252063,43.9,1.1737967914438503
4295,39,Casablanca,Marrakech,243.0,Électronique,0,1371,10.64,1500,14,Camionnette,Camionnette,0,0.914,128.85338345864662,222.102,1,6,12,6,4,5,0,1.0,6.123233995736766e-17,30.28,1.1328095772540216
4297,29,Casablanca,Tanger,340.0,Métal,2,25468,81.05,26000,90,Semi-remorque,Porteur 19T Frigo,2,0.9795384615384616,314.2257865515114,333.0430769230769,1,6,12,6,6,4,1,1.0,6.123233995736766e-17,126.18,1.3254201680672268
4298,23,Tanger,Rabat,271.0,Textile,1,6995,49.31,9000,50,Porteur,Porteur 19T Frigo,2,0.9862000000000001,141.85763536807949,267.2602,1,11,17,6,4,4,0,0.258819045102521,-0.9659258262890682,94.81,1.249472851871376
